source_cell,edition,table,state,size_class,metric,comparison,axis,group1,group2,n_items_total,n_items_train,n_items_validation,n_items_test,frozen_condition,frozen_gold_letter,page_or_sheet,source_url_or_doc_hash,extraction_method,units,denominator_or_stratum,group1_value,group2_value,notes,verification_status,checker,checked_date,second_checker,adjudicated_date,discrepancy_type
AgCensus2015-16 T2-4 Telangana/SC/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Telangana,SC,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Telangana/ST/area/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Telangana,ST,area,MarginalvsSemi-medium,landholding,marginal operated area,semi-medium operated area,1,0,0,1,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Telangana/ST/number/MarginalvsLarge,AgCensus2015-16,T2-4,Telangana,ST,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Telangana/ST/number/MarginalvsMedium,AgCensus2015-16,T2-4,Telangana,ST,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Telangana/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Telangana,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Telangana/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Telangana,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Telangana/ST/number/SmallvsLarge,AgCensus2015-16,T2-4,Telangana,ST,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Telangana/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Telangana,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,1,0,1,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Telangana/ST/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Telangana,ST,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Telangana/Semi-medium/number/SCvsOthers,AgCensus2015-16,T2-4,Telangana,Semi-medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Telangana/Semi-medium/number/STvsOthers,AgCensus2015-16,T2-4,Telangana,Semi-medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Telangana/Small/area/SCvsST,AgCensus2015-16,T2-4,Telangana,Small,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,7,0,0,7,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Telangana/Small/number/SCvsOthers,AgCensus2015-16,T2-4,Telangana,Small,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Telangana/Small/number/SCvsST,AgCensus2015-16,T2-4,Telangana,Small,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,8,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Telangana/Small/number/STvsOthers,AgCensus2015-16,T2-4,Telangana,Small,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,1,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/All Classes/area/STvsOthers,AgCensus2015-16,T2-4,Tripura,All Classes,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,8,0,0,8,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/All Classes/number/SCvsOthers,AgCensus2015-16,T2-4,Tripura,All Classes,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Tripura,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/All/number/MarginalvsLarge,AgCensus2015-16,T2-4,Tripura,All,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,Tripura,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Tripura,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,0,1,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/All/number/MarginalvsSmall,AgCensus2015-16,T2-4,Tripura,All,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/Marginal/number/SCvsOthers,AgCensus2015-16,T2-4,Tripura,Marginal,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/Marginal/number/SCvsST,AgCensus2015-16,T2-4,Tripura,Marginal,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,8,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Tripura,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,1,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/SC/number/MarginalvsMedium,AgCensus2015-16,T2-4,Tripura,SC,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/SC/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Tripura,SC,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/SC/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Tripura,SC,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,3,3,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/ST/area/SmallvsSemi-medium,AgCensus2015-16,T2-4,Tripura,ST,area,SmallvsSemi-medium,landholding,small operated area,semi-medium operated area,1,0,1,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/ST/number/MarginalvsLarge,AgCensus2015-16,T2-4,Tripura,ST,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,0,1,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/ST/number/MarginalvsMedium,AgCensus2015-16,T2-4,Tripura,ST,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Tripura,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Tripura,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/ST/number/SmallvsLarge,AgCensus2015-16,T2-4,Tripura,ST,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Tripura,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/Small/number/SCvsOthers,AgCensus2015-16,T2-4,Tripura,Small,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/Small/number/SCvsST,AgCensus2015-16,T2-4,Tripura,Small,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Tripura/Small/number/STvsOthers,AgCensus2015-16,T2-4,Tripura,Small,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All Classes/number/SCvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,All Classes,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All Classes/number/SCvsST,AgCensus2015-16,T2-4,Uttar Pradesh,All Classes,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All/area/SmallvsSemi-medium,AgCensus2015-16,T2-4,Uttar Pradesh,All,area,SmallvsSemi-medium,landholding,small operated area,semi-medium operated area,4,0,0,4,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All/number/MarginalvsLarge,AgCensus2015-16,T2-4,Uttar Pradesh,All,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,Uttar Pradesh,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Uttar Pradesh,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All/number/MarginalvsSmall,AgCensus2015-16,T2-4,Uttar Pradesh,All,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Uttar Pradesh,All,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,4,4,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All/number/SmallvsLarge,AgCensus2015-16,T2-4,Uttar Pradesh,All,number,SmallvsLarge,landholding,small holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All/number/SmallvsMedium,AgCensus2015-16,T2-4,Uttar Pradesh,All,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Large/number/SCvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,Large,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Large/number/STvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,Large,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Marginal/number/SCvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,Marginal,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Marginal/number/SCvsST,AgCensus2015-16,T2-4,Uttar Pradesh,Marginal,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Medium/number/STvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,Medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/SC/number/MarginalvsLarge,AgCensus2015-16,T2-4,Uttar Pradesh,SC,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/SC/number/MarginalvsMedium,AgCensus2015-16,T2-4,Uttar Pradesh,SC,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/SC/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Uttar Pradesh,SC,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/SC/number/MarginalvsSmall,AgCensus2015-16,T2-4,Uttar Pradesh,SC,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,0,1,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/area/MarginalvsMedium,AgCensus2015-16,T2-4,Uttar Pradesh,ST,area,MarginalvsMedium,landholding,marginal operated area,medium operated area,1,1,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/area/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Uttar Pradesh,ST,area,MarginalvsSemi-medium,landholding,marginal operated area,semi-medium operated area,1,0,0,1,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/area/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Uttar Pradesh,ST,area,Semi-mediumvsMedium,landholding,semi-medium operated area,medium operated area,1,1,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/area/SmallvsMedium,AgCensus2015-16,T2-4,Uttar Pradesh,ST,area,SmallvsMedium,landholding,small operated area,medium operated area,1,1,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/area/SmallvsSemi-medium,AgCensus2015-16,T2-4,Uttar Pradesh,ST,area,SmallvsSemi-medium,landholding,small operated area,semi-medium operated area,1,0,1,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/number/MarginalvsLarge,AgCensus2015-16,T2-4,Uttar Pradesh,ST,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Uttar Pradesh,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Uttar Pradesh,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/number/SmallvsLarge,AgCensus2015-16,T2-4,Uttar Pradesh,ST,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Uttar Pradesh,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Uttar Pradesh,ST,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Semi-medium/number/SCvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,Semi-medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Semi-medium/number/STvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,Semi-medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Small/number/SCvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,Small,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Small/number/SCvsST,AgCensus2015-16,T2-4,Uttar Pradesh,Small,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Small/number/STvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,Small,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All Classes/area/SCvsST,AgCensus2015-16,T2-4,Uttarakhand,All Classes,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,8,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All Classes/number/SCvsOthers,AgCensus2015-16,T2-4,Uttarakhand,All Classes,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All Classes/number/SCvsST,AgCensus2015-16,T2-4,Uttarakhand,All Classes,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Uttarakhand,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All/number/MarginalvsLarge,AgCensus2015-16,T2-4,Uttarakhand,All,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,Uttarakhand,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Uttarakhand,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All/number/MarginalvsSmall,AgCensus2015-16,T2-4,Uttarakhand,All,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Uttarakhand,All,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,4,0,4,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All/number/SmallvsLarge,AgCensus2015-16,T2-4,Uttarakhand,All,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All/number/SmallvsMedium,AgCensus2015-16,T2-4,Uttarakhand,All,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Uttarakhand,All,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/Marginal/number/SCvsST,AgCensus2015-16,T2-4,Uttarakhand,Marginal,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Uttarakhand,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/SC/number/MarginalvsLarge,AgCensus2015-16,T2-4,Uttarakhand,SC,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/SC/number/MarginalvsMedium,AgCensus2015-16,T2-4,Uttarakhand,SC,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/SC/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Uttarakhand,SC,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/SC/number/MarginalvsSmall,AgCensus2015-16,T2-4,Uttarakhand,SC,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/ST/area/MarginalvsSmall,AgCensus2015-16,T2-4,Uttarakhand,ST,area,MarginalvsSmall,landholding,marginal operated area,small operated area,1,1,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/ST/number/MarginalvsMedium,AgCensus2015-16,T2-4,Uttarakhand,ST,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Uttarakhand,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Uttarakhand,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Uttarakhand,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,4,4,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/ST/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Uttarakhand,ST,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,3,3,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/Semi-medium/area/SCvsST,AgCensus2015-16,T2-4,Uttarakhand,Semi-medium,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/Semi-medium/number/SCvsOthers,AgCensus2015-16,T2-4,Uttarakhand,Semi-medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/Semi-medium/number/SCvsST,AgCensus2015-16,T2-4,Uttarakhand,Semi-medium,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,0,0,8,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/Semi-medium/number/STvsOthers,AgCensus2015-16,T2-4,Uttarakhand,Semi-medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/Small/area/SCvsST,AgCensus2015-16,T2-4,Uttarakhand,Small,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,0,1,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/Small/number/SCvsOthers,AgCensus2015-16,T2-4,Uttarakhand,Small,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/Small/number/SCvsST,AgCensus2015-16,T2-4,Uttarakhand,Small,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,0,0,8,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Uttarakhand/Small/number/STvsOthers,AgCensus2015-16,T2-4,Uttarakhand,Small,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
