source_cell,edition,table,state,size_class,metric,comparison,axis,group1,group2,n_items_total,n_items_train,n_items_validation,n_items_test,frozen_condition,frozen_gold_letter,page_or_sheet,source_url_or_doc_hash,extraction_method,units,denominator_or_stratum,group1_value,group2_value,notes,verification_status,checker,checked_date,second_checker,adjudicated_date,discrepancy_type,recomputed_condition,recomputed_gold,agrees_with_frozen
AgCensus2015-16 T2-4 Jharkhand/ST/number/MarginalvsMedium,AgCensus2015-16,T2-4,Jharkhand,ST,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,"Table 4, PDF pages 37,38,41",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Jharkhand/ST/number=979,62.1041879469,6.7415730337,raw Marginal=608; raw Medium=66; construction fact=f01183; stored gap=55.36 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Jharkhand/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Jharkhand,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,0,0,1,diff,a,"Table 4, PDF pages 37,38,39",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Jharkhand/ST/number=979,62.1041879469,17.1603677222,raw Marginal=608; raw Small=168; construction fact=f01181; stored gap=44.94 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Jharkhand/ST/number/SmallvsLarge,AgCensus2015-16,T2-4,Jharkhand,ST,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,0,1,diff,a,"Table 4, PDF pages 37,39,42",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Jharkhand/ST/number=979,17.1603677222,1.2257405516,raw Small=168; raw Large=12; construction fact=f01187; stored gap=15.93 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Jharkhand/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Jharkhand,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,"Table 4, PDF pages 37,39,41",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Jharkhand/ST/number=979,17.1603677222,6.7415730337,raw Small=168; raw Medium=66; construction fact=f01186; stored gap=10.42 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Jharkhand/ST/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Jharkhand,ST,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,4,4,0,0,equal,c,"Table 4, PDF pages 37,39,40",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Jharkhand/ST/number=979,17.1603677222,12.7681307457,raw Small=168; raw Semi-medium=125; construction fact=f01185; stored gap=4.39 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Jharkhand/Semi-medium/area/SCvsOthers,AgCensus2015-16,T2-4,Jharkhand,Semi-medium,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,"Tables 2-4, PDF pages 28,34,40",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All-social-groups total for Jharkhand/Semi-medium/area=755,8.3443708609,45.5629139073,raw SC=63; raw Others=344; construction fact=f00499; stored gap=37.22 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Jharkhand/Semi-medium/area/SCvsST,AgCensus2015-16,T2-4,Jharkhand,Semi-medium,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,0,1,diff,b,"Tables 2-4, PDF pages 28,34,40",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All-social-groups total for Jharkhand/Semi-medium/area=755,8.3443708609,46.0927152318,raw SC=63; raw ST=348; construction fact=f00498; stored gap=37.75 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Jharkhand/Semi-medium/area/STvsOthers,AgCensus2015-16,T2-4,Jharkhand,Semi-medium,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,8,8,0,0,equal,c,"Tables 2-4, PDF pages 28,34,40",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All-social-groups total for Jharkhand/Semi-medium/area=755,46.0927152318,45.5629139073,raw ST=348; raw Others=344; construction fact=f00500; stored gap=0.53 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Jharkhand/Semi-medium/number/SCvsOthers,AgCensus2015-16,T2-4,Jharkhand,Semi-medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,"Tables 2-4, PDF pages 28,34,40",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Jharkhand/Semi-medium/number=277,8.3032490975,46.5703971119,raw SC=23; raw Others=129; construction fact=f00132; stored gap=38.27 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Jharkhand/Semi-medium/number/SCvsST,AgCensus2015-16,T2-4,Jharkhand,Semi-medium,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,0,1,diff,b,"Tables 2-4, PDF pages 28,34,40",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Jharkhand/Semi-medium/number=277,8.3032490975,45.1263537906,raw SC=23; raw ST=125; construction fact=f00131; stored gap=36.82 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Jharkhand/Semi-medium/number/STvsOthers,AgCensus2015-16,T2-4,Jharkhand,Semi-medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,8,0,0,8,equal,c,"Tables 2-4, PDF pages 28,34,40",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Jharkhand/Semi-medium/number=277,45.1263537906,46.5703971119,raw ST=125; raw Others=129; construction fact=f00133; stored gap=1.44 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Jharkhand/Small/area/SCvsOthers,AgCensus2015-16,T2-4,Jharkhand,Small,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,"Tables 2-4, PDF pages 27,33,39",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All-social-groups total for Jharkhand/Small/area=569,10.7205623902,49.0333919156,raw SC=61; raw Others=279; construction fact=f00502; stored gap=38.31 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Jharkhand/Small/area/SCvsST,AgCensus2015-16,T2-4,Jharkhand,Small,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,0,1,diff,b,"Tables 2-4, PDF pages 27,33,39",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All-social-groups total for Jharkhand/Small/area=569,10.7205623902,40.2460456942,raw SC=61; raw ST=229; construction fact=f00501; stored gap=29.53 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Jharkhand/Small/number/SCvsOthers,AgCensus2015-16,T2-4,Jharkhand,Small,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,"Tables 2-4, PDF pages 27,33,39",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Jharkhand/Small/number=419,10.7398568019,49.1646778043,raw SC=45; raw Others=206; construction fact=f00135; stored gap=38.42 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Jharkhand/Small/number/SCvsST,AgCensus2015-16,T2-4,Jharkhand,Small,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,0,1,diff,b,"Tables 2-4, PDF pages 27,33,39",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Jharkhand/Small/number=419,10.7398568019,40.0954653938,raw SC=45; raw ST=168; construction fact=f00134; stored gap=29.36 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Karnataka/All Classes/area/SCvsOthers,AgCensus2015-16,T2-4,Karnataka,All Classes,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,"Tables 2-4, PDF pages 25,31,37",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All-social-groups total for Karnataka/All Classes/area=11805,9.3858534519,84.4303261330,raw SC=1108; raw Others=9967; construction fact=f00504; stored gap=75.04 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Karnataka/All Classes/area/SCvsST,AgCensus2015-16,T2-4,Karnataka,All Classes,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,0,0,8,equal,c,"Tables 2-4, PDF pages 25,31,37",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All-social-groups total for Karnataka/All Classes/area=11805,9.3858534519,6.1838204151,raw SC=1108; raw ST=730; construction fact=f00503; stored gap=3.2 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Karnataka/All Classes/area/STvsOthers,AgCensus2015-16,T2-4,Karnataka,All Classes,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,"Tables 2-4, PDF pages 25,31,37",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All-social-groups total for Karnataka/All Classes/area=11805,6.1838204151,84.4303261330,raw ST=730; raw Others=9967; construction fact=f00505; stored gap=78.25 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Karnataka/All Classes/number/SCvsOthers,AgCensus2015-16,T2-4,Karnataka,All Classes,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,"Tables 2-4, PDF pages 25,31,37",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Karnataka/All Classes/number=8681,11.2083861306,82.7900011519,raw SC=973; raw Others=7187; construction fact=f00136; stored gap=71.58 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Karnataka/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Karnataka,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,1,0,diff,b,"Tables 2-4, PDF pages 25,31,37",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Karnataka/All Classes/number=8681,6.0016127174,82.7900011519,raw ST=521; raw Others=7187; construction fact=f00137; stored gap=76.79 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Karnataka/All/area/MarginalvsMedium,AgCensus2015-16,T2-4,Karnataka,All,area,MarginalvsMedium,landholding,marginal operated area,medium operated area,2,2,0,0,equal,c,"Table 2, PDF pages 25,26,29",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All Classes total for Karnataka/All/area=11805,17.6196526895,21.7619652690,raw Marginal=2080; raw Medium=2569; construction fact=f01437; stored gap=4.14 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Karnataka/All/area/SmallvsMedium,AgCensus2015-16,T2-4,Karnataka,All,area,SmallvsMedium,landholding,small operated area,medium operated area,4,0,0,4,equal,c,"Table 2, PDF pages 25,27,29",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All Classes total for Karnataka/All/area=11805,26.3193562050,21.7619652690,raw Small=3107; raw Medium=2569; construction fact=f01440; stored gap=4.56 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
